timestamp,x,y,z,pitch,roll,yaw,acc_x,acc_y,acc_z
0.22116899490356445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42049694061279297,-0.01448,0.00229,0.0,2.62,-2.08,168.42,0.02351,0.04021,-0.99876
0.6188290119171143,-0.03203,0.00657,0.0,2.61,-2.11,168.38,0.14999,0.01133,-1.00667
0.8202922344207764,-0.04835,0.01019,0.0,2.48,-2.11,168.42,0.01888,0.01777,-0.98063
1.019697904586792,-0.06287,0.01291,0.0,2.47,-2.07,168.43,-0.13306,0.01698,-0.99648
1.2186670303344727,-0.07695,0.01628,0.0,2.47,-2.07,168.41,-0.10167,0.02318,-0.99764
1.4197890758514404,-0.09555,0.01979,0.0,2.48,-2.02,168.38,0.0517,0.02622,-0.99943
1.6201860904693604,-0.11539,0.02329,0.0,2.45,-2.0,168.45,0.10962,0.02308,-1.01049
1.8197200298309326,-0.13434,0.02729,0.0,2.4,-2.01,168.45,0.0186,0.03571,-0.99769
2.0410611629486084,-0.15394,0.03089,0.0,2.36,-2.02,168.42,-0.08232,0.00871,-0.99994
2.240731954574585,-0.1711,0.03432,0.0,2.33,-2.05,168.35,-0.06571,0.04739,-1.0013
2.4396491050720215,-0.19214,0.03807,0.0,2.36,-2.05,168.38,0.02963,0.01572,-1.00551
2.6397950649261475,-0.21584,0.04184,0.0,2.4,-2.07,168.43,0.04678,0.02455,-1.00352
2.8398830890655518,-0.23778,0.04568,0.0,2.38,-2.04,168.37,-0.05333,0.0245,-1.0011
3.039355993270874,-0.25081,0.04901,0.0,2.39,-2.07,168.34,-0.11377,0.00811,-0.99412
3.2392380237579346,-0.25834,0.05076,0.0,2.42,-2.11,168.38,-0.0235,0.02025,-1.00109
3.439357042312622,-0.25915,0.05046,0.0,2.43,-2.07,168.38,-0.02689,0.01784,-1.00214
3.661591053009033,-0.25892,0.05016,0.0,2.42,-2.07,168.38,-0.0149,0.01969,-1.002
3.859983205795288,-0.25933,0.05021,0.0,2.42,-2.08,168.38,0.0007,0.02232,-1.00109
4.059467077255249,-0.26526,0.05048,0.0,2.43,-2.06,168.38,-0.00499,0.02126,-1.00149
4.263835906982422,-0.2806,0.0528,0.0,2.48,-2.02,168.48,-0.00277,0.06517,-1.00054
4.480058193206787,-0.30116,0.0577,0.0,2.45,-2.05,168.35,0.09156,0.0201,-1.00459
4.678792953491211,-0.32146,0.0618,0.0,2.49,-2.06,168.28,0.04609,0.02252,-0.99853
4.879847049713135,-0.34013,0.06534,0.0,2.47,-2.08,168.31,-0.03907,0.01525,-0.99804
5.079602003097534,-0.35796,0.06903,0.0,2.45,-2.05,168.39,-0.10211,0.01612,-0.99723
5.293511867523193,-0.37723,0.07258,0.0,2.51,-2.11,168.37,-0.03481,0.03048,-1.00325
5.479636907577515,-0.39888,0.07617,0.0,2.52,-2.07,168.36,0.06319,0.0277,-0.99493
5.678616046905518,-0.42115,0.08053,0.0,2.42,-2.08,168.3,0.07209,0.0345,-1.00255
5.87981390953064,-0.44123,0.0844,0.0,2.4,-2.07,168.35,-0.05803,0.0126,-1.00075
6.079565048217773,-0.46038,0.08721,0.0,2.35,-2.12,168.29,-0.09587,-0.00022,-0.99016
6.300117015838623,-0.48343,0.0915,0.0,2.36,-2.11,168.38,-0.02174,0.03224,-1.00695
6.501172065734863,-0.50679,0.096,0.0,2.35,-2.13,168.36,0.10196,0.02272,-1.00128
6.700751066207886,-0.52099,0.0987,0.0,2.31,-2.17,168.37,-0.01111,0.01282,-1.00642
6.899736166000366,-0.52477,0.10052,0.0,2.23,-2.19,168.27,-0.03983,0.0159,-0.99699
7.099560976028442,-0.52434,0.10048,0.0,2.22,-2.19,168.28,-0.02576,0.01936,-1.00189
7.29990291595459,-0.52399,0.10099,0.0,2.22,-2.21,168.3,-0.01141,0.01876,-1.0025
7.500148057937622,-0.52388,0.10069,0.0,2.22,-2.22,168.31,-0.01011,0.0183,-1.00023
