timestamp,x,y,z,pitch,roll,yaw,acc_x,acc_y,acc_z
0.21899008750915527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4202301502227783,-0.01308,0.00173,0.0,2.4,-2.36,170.44,0.00257,0.01907,-1.01167
0.6196579933166504,-0.03126,0.00479,0.0,2.42,-2.34,170.4,0.1521,0.00608,-1.0055
0.8215060234069824,-0.04797,0.00799,0.0,2.39,-2.33,170.44,0.0671,0.02293,-0.99771
1.020294189453125,-0.06101,0.01018,0.0,2.34,-2.41,170.43,-0.08616,0.02345,-0.99838
1.2187042236328125,-0.07569,0.01225,0.0,2.39,-2.38,170.39,-0.10458,-0.00144,-1.00748
1.4192140102386475,-0.09036,0.01507,0.0,2.4,-2.4,170.41,-0.03029,0.01123,-0.99889
1.6594653129577637,-0.10936,0.01933,0.0,2.43,-2.39,170.45,0.05765,-0.0036,-1.00168
1.8595283031463623,-0.12769,0.02237,0.0,2.42,-2.36,170.42,0.08337,0.01627,-1.00394
2.0618531703948975,-0.14522,0.02577,0.0,2.38,-2.38,170.42,0.04118,0.02227,-1.00431
2.26214599609375,-0.16005,0.0283,0.0,2.38,-2.35,170.43,-0.07945,0.01507,-0.99921
2.460487127304077,-0.17341,0.03071,0.0,2.38,-2.32,170.45,-0.09477,0.01564,-0.99264
2.6614902019500732,-0.18927,0.03355,0.0,2.46,-2.35,170.35,0.04522,0.01561,-0.99292
2.8795382976531982,-0.20518,0.03683,0.0,2.47,-2.26,170.43,0.06661,0.03304,-1.00046
3.080498218536377,-0.2195,0.03892,0.0,2.44,-2.24,170.55,-0.03361,0.02203,-0.99903
3.2795331478118896,-0.23371,0.04089,0.0,2.44,-2.29,170.36,-0.07711,0.01829,-1.00301
3.479440212249756,-0.24571,0.04251,0.0,2.47,-2.26,170.38,-0.0459,0.01388,-1.00393
3.679082155227661,-0.25914,0.04399,0.0,2.49,-2.29,170.46,0.01313,0.02262,-0.99559
3.879427194595337,-0.27484,0.04584,0.0,2.52,-2.24,170.45,0.07793,0.02937,-1.00506
4.07948899269104,-0.28815,0.04762,0.0,2.46,-2.27,170.35,-0.00911,0.00488,-0.99508
4.299515247344971,-0.29967,0.04832,0.0,2.49,-2.25,170.51,-0.07722,0.00339,-1.00019
4.499323129653931,-0.31236,0.05113,0.0,2.5,-2.29,170.39,-0.04186,0.02823,-1.00913
4.699486255645752,-0.32436,0.05203,0.0,2.52,-2.3,170.38,0.02014,0.01813,-1.0034
4.899651050567627,-0.33745,0.05337,0.0,2.54,-2.28,170.45,0.03812,0.02446,-0.99816
5.099579095840454,-0.34843,0.05513,0.0,2.56,-2.26,170.49,-0.00635,0.0063,-1.00068
5.299505233764648,-0.35973,0.0573,0.0,2.54,-2.31,170.37,-0.01519,0.02762,-1.00063
5.499085187911987,-0.3685,0.05788,0.0,2.54,-2.28,170.36,-0.05772,0.016,-0.99938
5.703402280807495,-0.37967,0.05867,0.0,2.54,-2.33,170.49,0.00951,0.02494,-0.99917
5.922837972640991,-0.39101,0.06121,0.0,2.52,-2.34,170.41,-0.00321,0.02,-1.00154
6.121298313140869,-0.40115,0.06195,0.0,2.51,-2.35,170.45,-0.00734,0.02424,-1.00039
6.32100510597229,-0.41025,0.06378,0.0,2.5,-2.31,170.42,-0.00704,0.01524,-0.99958
6.521094083786011,-0.41925,0.06584,0.0,2.53,-2.31,170.42,0.01692,0.01596,-1.00061
6.7208921909332275,-0.42958,0.06774,0.0,2.51,-2.29,170.43,0.02724,0.0254,-1.00012
6.921208143234253,-0.43893,0.06924,0.0,2.49,-2.3,170.46,-0.02785,0.01846,-1.00073
7.121535301208496,-0.448,0.07143,0.0,2.5,-2.31,170.41,-0.04199,0.02139,-1.00409
7.363065004348755,-0.45857,0.07313,0.0,2.5,-2.29,170.4,0.0021,0.00962,-0.99732
7.520419120788574,-0.46982,0.07551,0.0,2.51,-2.28,170.44,0.02794,0.02156,-1.0029
7.741439342498779,-0.47973,0.07604,0.0,2.5,-2.28,170.41,-0.02062,0.02275,-1.00374
7.941052198410034,-0.48859,0.07855,0.0,2.47,-2.24,170.43,-0.0301,0.01399,-1.00004
8.141732215881348,-0.49789,0.08021,0.0,2.48,-2.23,170.42,-0.00964,0.01864,-1.00178
8.341712236404419,-0.50829,0.08247,0.0,2.46,-2.22,170.42,-0.00232,0.01771,-0.99909
8.54167914390564,-0.5183,0.0843,0.0,2.42,-2.19,170.4,-0.02208,0.01724,-1.00074
8.761443138122559,-0.52858,0.08607,0.0,2.4,-2.19,170.42,-0.01927,0.02003,-1.0006
8.961262226104736,-0.53936,0.08751,0.0,2.39,-2.22,170.45,-0.0176,0.02164,-1.00618
9.161052227020264,-0.55051,0.08947,0.0,2.39,-2.24,170.41,0.01128,0.01953,-1.00062
9.361278295516968,-0.56302,0.09047,0.0,2.37,-2.26,170.43,0.01811,0.02345,-0.99376
9.56168818473816,-0.57527,0.09179,0.0,2.37,-2.22,170.49,0.01431,0.02716,-1.00544
9.782116174697876,-0.58838,0.09396,0.0,2.33,-2.23,170.44,0.00082,0.02701,-0.99996
9.982548236846924,-0.60145,0.09557,0.0,2.3,-2.21,170.43,-0.00751,0.01797,-0.99989
10.183208227157593,-0.61408,0.09763,0.0,2.28,-2.24,170.4,0.00302,0.02645,-1.00658
10.402620077133179,-0.62812,0.10037,0.0,2.28,-2.27,170.43,-0.00735,0.0166,-1.00286
10.603832006454468,-0.64274,0.1032,0.0,2.27,-2.22,170.44,-0.01445,0.01878,-1.00118
10.80484914779663,-0.65686,0.10595,0.0,2.27,-2.2,170.45,-0.02102,0.02475,-1.0033
10.983355283737183,-0.66526,0.10745,0.0,2.26,-2.26,170.52,-0.02279,0.02841,-1.00083
11.203042030334473,-0.67067,0.10784,0.0,2.28,-2.27,170.52,-0.01626,0.0189,-1.00112
11.42340612411499,-0.67124,0.10833,0.0,2.27,-2.27,170.54,-0.02968,0.02073,-1.00054
11.642990112304688,-0.66941,0.10791,0.0,2.27,-2.27,170.54,-0.01369,0.0197,-1.00089
11.803417205810547,-0.66909,0.11101,0.0,2.27,-2.26,170.54,-0.00082,0.02021,-1.00079
12.003796339035034,-0.66976,0.11264,0.0,2.39,-2.14,173.22,-0.01891,0.02744,-0.99304
12.20336103439331,-0.66842,0.10832,0.0,2.54,-1.87,178.59,-0.01309,0.0347,-1.00131
12.423403024673462,-0.67015,0.11193,0.0,2.63,-1.6,-175.63,0.00107,-0.0274,-0.99077
12.702943325042725,-0.66881,0.10848,0.0,2.75,-1.29,-169.25,-0.01782,0.04146,-1.00147
12.823057174682617,-0.66955,0.11075,0.0,2.81,-0.93,-163.37,-0.00178,-0.02242,-0.99601
13.023505210876465,-0.66948,0.10941,0.0,2.85,-0.65,-157.47,-0.01513,0.02232,-0.98761
13.223091125488281,-0.66876,0.10934,0.0,2.86,-0.34,-151.5,0.00193,0.00694,-1.00017
13.443882942199707,-0.67198,0.1104,0.0,2.81,0.01,-145.59,0.00429,0.00796,-1.00861
13.623345136642456,-0.66974,0.11162,0.0,2.75,0.28,-139.71,-0.02213,0.0182,-0.99778
13.823398113250732,-0.67039,0.10997,0.0,2.68,0.55,-133.86,0.00703,0.02099,-1.00001
14.02307415008545,-0.67088,0.11145,0.0,2.55,0.85,-127.84,-0.01032,0.03189,-1.00303
